course,specialization,interests,skills,combined,course_spec,career
b.sc,computer applications,technology,"business knowledge, communication skills","b.sc computer applications technology business knowledge, communication skills",b.sc computer applications,web developer
be,electronics and telecommunication,technology,programming language skills;communication skills;problem solving skills;python;matlab,be electronics and telecommunication technology programming language skills;communication skills;problem solving skills;python;matlab,be electronics and telecommunication,telecom engineer
g. n. m nurshing,hospitality,"teaching, technology","logical skills, presentation skills, observation skills, subject knowledge","g. n. m nurshing hospitality teaching, technology logical skills, presentation skills, observation skills, subject knowledge",g. n. m nurshing hospitality,other
b.sc,microbiology genetics,research,subject knowledge,b.sc microbiology genetics research subject knowledge,b.sc microbiology genetics,biologist
b.tech,information technalogy,financial analysis,"active listening, ai, critical thinking, analytic thinking, artistic skills, java, communication skills, work under pressure, leadership, editing, product knowledge, creativity skills, team work, excel, logical skills, interpersonal skills, presentation skills, mass communication, writing, tableau, reading, designing skills","b.tech information technalogy financial analysis active listening, ai, critical thinking, analytic thinking, artistic skills, java, communication skills, work under pressure, leadership, editing, product knowledge, creativity skills, team work, excel, logical skills, interpersonal skills, presentation skills, mass communication, writing, tableau, reading, designing skills",b.tech information technalogy,software engineer
b.com,commerce,"financial analysis, entrepreneurship",accounting skills,"b.com commerce financial analysis, entrepreneurship accounting skills",b.com commerce,accountant
b.tech,mechanical engineering,technology,"python, critical thinking, programming, editing, creativity skills, market study, team work, excel, c++, linux, problem solving skills","b.tech mechanical engineering technology python, critical thinking, programming, editing, creativity skills, market study, team work, excel, c++, linux, problem solving skills",b.tech mechanical engineering,mechanical engineer
mca,computer science engineering,govt. job,accounting skills,mca computer science engineering govt. job accounting skills,mca computer science engineering,software engineer
b.tech,biotechnalogy,"research,understand human body,biotechnology","real-time polymerase chain reaction (qpcr);
environmental biotechnology;
molecular biology","b.tech biotechnalogy research,understand human body,biotechnology real-time polymerase chain reaction (qpcr);
environmental biotechnology;
molecular biology",b.tech biotechnalogy,other
b.tech,information technology,web development;information technology,c++;r;linux;python;artificial intelligence;sql;java,b.tech information technology web development;information technology c++;r;linux;python;artificial intelligence;sql;java,b.tech information technology,software engineer
b.tech,computer science engineering,research;technology;data scientist,programming language skills;gathering information;analytical skills;python;artificial intelligence,b.tech computer science engineering research;technology;data scientist programming language skills;gathering information;analytical skills;python;artificial intelligence,b.tech computer science engineering,software engineer
b.tech,mechanical engineering,"technology,trading","active listening, programming, work under pressure, teamwork,excel,logical skills interpersonal skills, presentation skills, reading","b.tech mechanical engineering technology,trading active listening, programming, work under pressure, teamwork,excel,logical skills interpersonal skills, presentation skills, reading",b.tech mechanical engineering,mechanical engineer
b.tech,electrical and electronics engineering,technology,,b.tech electrical and electronics engineering technology ,b.tech electrical and electronics engineering,engineer
b.tech,computer science engineering,technology,programming language skills;critical thinking;gathering information;people management;communication skills;leadership;sql;java,b.tech computer science engineering technology programming language skills;critical thinking;gathering information;people management;communication skills;leadership;sql;java,b.tech computer science engineering,software engineer
be,automobile engineering,teaching;technology;content writing;govt. job;industires;sports industry;oil and gas;excel,active listening;gathering information;communication skills;product knowledge;writing skills;presentation skills;good communication skills,be automobile engineering teaching;technology;content writing;govt. job;industires;sports industry;oil and gas;excel active listening;gathering information;communication skills;product knowledge;writing skills;presentation skills;good communication skills,be automobile engineering,automobile engineer
diploma,pharmaceutical sciences,data analytics;game industry;data scientist;information technology,programming language skills;analytical skills;communication skills;leadership;machine learning skills;python,diploma pharmaceutical sciences data analytics;game industry;data scientist;information technology programming language skills;analytical skills;communication skills;leadership;machine learning skills;python,diploma pharmaceutical sciences,other
b.pharmacy,mining,data scientist,programming language skills;critical thinking;analytical skills;communication skills;machine learning skills;python;artificial intelligence;sql,b.pharmacy mining data scientist programming language skills;critical thinking;analytical skills;communication skills;machine learning skills;python;artificial intelligence;sql,b.pharmacy mining,other
b.tech,mechanical engineering,technology,programming language skills;business knowledge;analytical skills;communication skills;problem solving skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql;matlab,b.tech mechanical engineering technology programming language skills;business knowledge;analytical skills;communication skills;problem solving skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql;matlab,b.tech mechanical engineering,mechanical engineer
b.tech,b.tech,electronics and communication engineering,"python, sql","b.tech b.tech electronics and communication engineering python, sql",b.tech b.tech,other
be,automobile engineering,trading,"wealth management, problem solving skills","be automobile engineering trading wealth management, problem solving skills",be automobile engineering,automobile engineer
b.tech,electronics and communication engineering,financial analysis;teaching;technology;trading;data analytics;home interior design;data scientist,active listening;programming language skills;critical thinking;artistic/creative skills;analytical skills;people management;communication skills;negotiation skills;leadership;problem solving skills;risk management skills;writing skills;data visualization skills( power bi/ tableau );r;python;artificial intelligence;sql;good communication skills,b.tech electronics and communication engineering financial analysis;teaching;technology;trading;data analytics;home interior design;data scientist active listening;programming language skills;critical thinking;artistic/creative skills;analytical skills;people management;communication skills;negotiation skills;leadership;problem solving skills;risk management skills;writing skills;data visualization skills( power bi/ tableau );r;python;artificial intelligence;sql;good communication skills,b.tech electronics and communication engineering,electronics and communication engineer
b.tech,computer science engineering,"technology,data analytics,machine learning,cloud computing,cyber security",web application security;vulnerability assessment;owasp;penetration testing;shell scripting;python (programming language);ethical hacking;web application security assessment;application security,"b.tech computer science engineering technology,data analytics,machine learning,cloud computing,cyber security web application security;vulnerability assessment;owasp;penetration testing;shell scripting;python (programming language);ethical hacking;web application security assessment;application security",b.tech computer science engineering,software engineer
b.tech,electrical and electronics engineering,technology;industires;design,"proeficiency in software like staad pro, etabs","b.tech electrical and electronics engineering technology;industires;design proeficiency in software like staad pro, etabs",b.tech electrical and electronics engineering,engineer
b.sc,computer science,teaching;game industry;all fields related to data science.,programming language skills;machine learning skills;python;sql,b.sc computer science teaching;game industry;all fields related to data science. programming language skills;machine learning skills;python;sql,b.sc computer science,data analyst
b.sc,chemistry,"sales/marketing, take risk for profits","active listening, artistic skills, communication skills, work under pressure, editing, product knowledge, creativity skills, market study, team work, excel, sales","b.sc chemistry sales/marketing, take risk for profits active listening, artistic skills, communication skills, work under pressure, editing, product knowledge, creativity skills, market study, team work, excel, sales",b.sc chemistry,chemist
be,computer science engineering,research;technology;data analytics,active listening;programming language skills;critical thinking;gathering information;business knowledge;analytical skills;finance related skills;people management;communication skills;mass communication;leadership;product knowledge;problem solving skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;interpersonal skills;wealth management;presentation skills;linux;python;artificial intelligence;sql;java;cloud computing,be computer science engineering research;technology;data analytics active listening;programming language skills;critical thinking;gathering information;business knowledge;analytical skills;finance related skills;people management;communication skills;mass communication;leadership;product knowledge;problem solving skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;interpersonal skills;wealth management;presentation skills;linux;python;artificial intelligence;sql;java;cloud computing,be computer science engineering,software engineer
ballb,law,social justice;social causes,civil & criminal law,ballb law social justice;social causes civil & criminal law,ballb law,lawyer
b.tech,computer science engineering,technology;data analytics;data scientist;all fields related to data science.,data visualization skills( power bi/ tableau );machine learning skills;c++;artificial intelligence;sql,b.tech computer science engineering technology;data analytics;data scientist;all fields related to data science. data visualization skills( power bi/ tableau );machine learning skills;c++;artificial intelligence;sql,b.tech computer science engineering,software engineer
be,mechanical engineering,financial analysis;research;technology;trading;supply chain analysis;web designing;data analytics;data scientist,programming language skills;critical thinking;machine learning skills;python,be mechanical engineering financial analysis;research;technology;trading;supply chain analysis;web designing;data analytics;data scientist programming language skills;critical thinking;machine learning skills;python,be mechanical engineering,engineer
b.tech,computer science engineering,"financial analysis, research, technology, trading","ai, ml, python, analytic thinking, business knowledge, java, sql, oracle, programming, people management, c++, r","b.tech computer science engineering financial analysis, research, technology, trading ai, ml, python, analytic thinking, business knowledge, java, sql, oracle, programming, people management, c++, r",b.tech computer science engineering,software engineer
b.tech,information technology,entrepreneurship,"active listening, python, critical thinking, analytic thinking, java, sql, oracle, programming, people management, leadership, team work, logical skills, interpersonal skills, c++, problem solving skills, writing, building rapport, subject knowledge","b.tech information technology entrepreneurship active listening, python, critical thinking, analytic thinking, java, sql, oracle, programming, people management, leadership, team work, logical skills, interpersonal skills, c++, problem solving skills, writing, building rapport, subject knowledge",b.tech information technology,software engineer
b.tech,computer science engineering,technology;web designing;data analytics;game industry;data scientist;web development,active listening;hardware skills;programming language skills;gathering information;communication skills;negotiation skills;leadership;problem solving skills;risk management skills;designing skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;interpersonal skills;c++;presentation skills;r;python;artificial intelligence;sql;java;architecture;good communication skills,b.tech computer science engineering technology;web designing;data analytics;game industry;data scientist;web development active listening;hardware skills;programming language skills;gathering information;communication skills;negotiation skills;leadership;problem solving skills;risk management skills;designing skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;interpersonal skills;c++;presentation skills;r;python;artificial intelligence;sql;java;architecture;good communication skills,b.tech computer science engineering,software engineer
b.tech,computer science engineering,"research, technology, entrepreneurship","java, programming, creativity skills, team work, excel, linux","b.tech computer science engineering research, technology, entrepreneurship java, programming, creativity skills, team work, excel, linux",b.tech computer science engineering,software engineer
b.tech,computer science engineering,"technology,teaching","active listening, programming, work under pressure, teamwork,excel, interpersonal skills, presentation skills, reading","b.tech computer science engineering technology,teaching active listening, programming, work under pressure, teamwork,excel, interpersonal skills, presentation skills, reading",b.tech computer science engineering,software engineer
economics,political science,govt. job,hospitality,economics political science govt. job hospitality,economics political science,civil services aspirant
b.com,mar,sales/marketing,business knowledge;analytical skills;finance related skills;communication skills;negotiation skills;product knowledge;problem solving skills;risk management skills;client management,b.com mar sales/marketing business knowledge;analytical skills;finance related skills;communication skills;negotiation skills;product knowledge;problem solving skills;risk management skills;client management,b.com mar,other
b.tech,civil engineering,teaching,"active listening, work under pressure,teamwork,interpersonal skills, presentation skills, reading","b.tech civil engineering teaching active listening, work under pressure,teamwork,interpersonal skills, presentation skills, reading",b.tech civil engineering,civil engineer
b.tech,electronics and communication engineering,"technology,teaching","active listening, programming, work under pressure, teamwork,excel, interpersonal skills, presentation skills, reading","b.tech electronics and communication engineering technology,teaching active listening, programming, work under pressure, teamwork,excel, interpersonal skills, presentation skills, reading",b.tech electronics and communication engineering,electronics and communication engineer
b.tech,marketing,research;sales/marketing;supply chain analysis,critical thinking;artistic/creative skills;analytical skills;communication skills;problem solving skills;sql,b.tech marketing research;sales/marketing;supply chain analysis critical thinking;artistic/creative skills;analytical skills;communication skills;problem solving skills;sql,b.tech marketing,marketing executive
bba,human resource,human resource,negotiation skills;hr,bba human resource human resource negotiation skills;hr,bba human resource,hr executive
b.com,accountancy,financial analysis,active listening;artistic/creative skills;communication skills;mass communication;problem solving skills,b.com accountancy financial analysis active listening;artistic/creative skills;communication skills;mass communication;problem solving skills,b.com accountancy,accountant
bba,human resource,content writing;market reserach,business knowledge;finance related skills;people management;communication skills;negotiation skills;problem solving skills;sales;presentation skills,bba human resource content writing;market reserach business knowledge;finance related skills;people management;communication skills;negotiation skills;problem solving skills;sales;presentation skills,bba human resource,hr executive
bac,computer science engineering,technology,"accounting skills, python, java, sql, oracle, programming","bac computer science engineering technology accounting skills, python, java, sql, oracle, programming",bac computer science engineering,software engineer
b.pharm,hospitality,research,"excel, presentation skills, writing","b.pharm hospitality research excel, presentation skills, writing",b.pharm hospitality,other
b.sc,chemistry,research,"civil & criminal law, work under pressure","b.sc chemistry research civil & criminal law, work under pressure",b.sc chemistry,chemist
be,mechanical engineering,financial analysis;news coverage;research;technology;understand human behaviour;supply chain analysis;market reserach;industires,critical thinking;business knowledge;analytical skills;communication skills;negotiation skills;leadership;problem solving skills;risk management skills;good communication skills;sap,be mechanical engineering financial analysis;news coverage;research;technology;understand human behaviour;supply chain analysis;market reserach;industires critical thinking;business knowledge;analytical skills;communication skills;negotiation skills;leadership;problem solving skills;risk management skills;good communication skills;sap,be mechanical engineering,engineer
be,mechanical engineering,trading;data scientist,analytical skills;problem solving skills,be mechanical engineering trading;data scientist analytical skills;problem solving skills,be mechanical engineering,engineer
ba,"history, sociology,",research;sales/marketing;trading;digital marketing;social media marketing;customer care,active listening;business knowledge;communication skills;sales,"ba history, sociology, research;sales/marketing;trading;digital marketing;social media marketing;customer care active listening;business knowledge;communication skills;sales","ba history, sociology,",teacher
b.com,accounts and statistics,financial analysis;research;teaching;understand human behaviour;understand human body;data analytics;data scientist;market reserach;all fields related to data science.,accounting skills;active listening;critical thinking;gathering information;python,b.com accounts and statistics financial analysis;research;teaching;understand human behaviour;understand human body;data analytics;data scientist;market reserach;all fields related to data science. accounting skills;active listening;critical thinking;gathering information;python,b.com accounts and statistics,data analyst
b.tech,biotechnology,technology,"critical thinking, analytic thinking, java, sql, programming, communication skills, work under pressure, leadership, team work, interpersonal skills, presentation skills, problem solving skills, writing, observation skills, reporting, reading","b.tech biotechnology technology critical thinking, analytic thinking, java, sql, programming, communication skills, work under pressure, leadership, team work, interpersonal skills, presentation skills, problem solving skills, writing, observation skills, reporting, reading",b.tech biotechnology,biotech researcher
ba,history,"news coverage, teaching","active listening, communication skills, work under pressure, news gathering, reporting, reading, subject knowledge","ba history news coverage, teaching active listening, communication skills, work under pressure, news gathering, reporting, reading, subject knowledge",ba history,teacher
b.e,automobile engineering,technology,"team work, linux, problem solving skills","b.e automobile engineering technology team work, linux, problem solving skills",b.e automobile engineering,automobile engineer
b.tech,electronics and communication engineering,technology;data analytics;data scientist,active listening;problem solving skills;designing skills,b.tech electronics and communication engineering technology;data analytics;data scientist active listening;problem solving skills;designing skills,b.tech electronics and communication engineering,electronics and communication engineer
b.tech,electrical and electronics engineering,"sales/marketing, technology, entrepreneurship","ai, java","b.tech electrical and electronics engineering sales/marketing, technology, entrepreneurship ai, java",b.tech electrical and electronics engineering,engineer
ba,electronic and telecommunications,research;social justice;teaching;content writing;govt. job;home interior design,people management;editing;designing skills;writing skills;teaching,ba electronic and telecommunications research;social justice;teaching;content writing;govt. job;home interior design people management;editing;designing skills;writing skills;teaching,ba electronic and telecommunications,telecom engineer
ba,mechanical engineering,research;social justice;teaching;govt. job;social causes;design,active listening;leadership;editing;designing skills;writing skills;client management;teaching,ba mechanical engineering research;social justice;teaching;govt. job;social causes;design active listening;leadership;editing;designing skills;writing skills;client management;teaching,ba mechanical engineering,engineer
be,computer science engineering,data analytics;data scientist;machine learning,programming language skills;critical thinking;analytical skills;python,be computer science engineering data analytics;data scientist;machine learning programming language skills;critical thinking;analytical skills;python,be computer science engineering,software engineer
b.tech,accountancy,research,"critical thinking, analytic thinking, gathering informing","b.tech accountancy research critical thinking, analytic thinking, gathering informing",b.tech accountancy,accountant
b.tech,automobile,technology,"python, programming, excel, linux","b.tech automobile technology python, programming, excel, linux",b.tech automobile,automobile engineer
b.com,mechanical engineering,financial analysis,accounting skills,b.com mechanical engineering financial analysis accounting skills,b.com mechanical engineering,engineer
be,accounting  and finance,data scientist,active listening;business knowledge;people management;leadership;product knowledge;problem solving skills;risk management skills;designing skills;machine learning skills;python;sql,be accounting  and finance data scientist active listening;business knowledge;people management;leadership;product knowledge;problem solving skills;risk management skills;designing skills;machine learning skills;python;sql,be accounting  and finance,accountant
be,information technology,financial analysis;news coverage;supply chain analysis,critical thinking;analytical skills;negotiation skills;problem solving skills;risk management skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql,be information technology financial analysis;news coverage;supply chain analysis critical thinking;analytical skills;negotiation skills;problem solving skills;risk management skills;data visualization skills( power bi/ tableau );machine learning skills;python;artificial intelligence;sql,be information technology,software engineer
b.com,statistics,financial analysis,teamwork;time management;company secretarial work;,b.com statistics financial analysis teamwork;time management;company secretarial work;,b.com statistics,data analyst
b.tech,information technology,data analytics;digital marketing;data scientist,risk management skills;data visualization skills( power bi/ tableau );sql;sap,b.tech information technology data analytics;digital marketing;data scientist risk management skills;data visualization skills( power bi/ tableau );sql;sap,b.tech information technology,software engineer
b.sc,information technology,research,"ml, python","b.sc information technology research ml, python",b.sc information technology,software engineer
b.tech,"c, c++, java, sql, mysql, unix, html, mathematics, statistics","technology, entrepreneurship","analytic thinking, business knowledge, java, sql, communication skills, work under pressure, product knowledge, team work, excel, problem solving skills, observation skills, reporting, reading, subject knowledge","b.tech c, c++, java, sql, mysql, unix, html, mathematics, statistics technology, entrepreneurship analytic thinking, business knowledge, java, sql, communication skills, work under pressure, product knowledge, team work, excel, problem solving skills, observation skills, reporting, reading, subject knowledge","b.tech c, c++, java, sql, mysql, unix, html, mathematics, statistics",data analyst
b.tech,design,"financial analysis, research","ai, ml, python, critical thinking, analytic thinking, artistic skills, sql","b.tech design financial analysis, research ai, ml, python, critical thinking, analytic thinking, artistic skills, sql",b.tech design,designer
bca,electrical and electronics engineering,research;technology;web designing;data analytics;govt. job,active listening;hardware skills;programming language skills;critical thinking;gathering information;artistic/creative skills;business knowledge;analytical skills;finance related skills;communication skills;negotiation skills;mass communication;leadership;editing;problem solving skills;data visualization skills( power bi/ tableau );machine learning skills;c++;presentation skills;r;linux;python;sql;java;matlab,bca electrical and electronics engineering research;technology;web designing;data analytics;govt. job active listening;hardware skills;programming language skills;critical thinking;gathering information;artistic/creative skills;business knowledge;analytical skills;finance related skills;communication skills;negotiation skills;mass communication;leadership;editing;problem solving skills;data visualization skills( power bi/ tableau );machine learning skills;c++;presentation skills;r;linux;python;sql;java;matlab,bca electrical and electronics engineering,engineer
b.com,mechanical engineering,design,"editing, designing skills, sales","b.com mechanical engineering design editing, designing skills, sales",b.com mechanical engineering,engineer
b.tech,data structures & algorithm,research;social justice;teaching;technology;trading;web designing;data analytics,accounting skills;active listening;hardware skills;programming language skills;critical thinking;artistic/creative skills;business knowledge;analytical skills;finance related skills;people management;communication skills;negotiation skills;mass communication;leadership;editing;problem solving skills;risk management skills;designing skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;sales;social media marketing;interpersonal skills;wealth management;hospitality;client management;good communication skills;teaching,b.tech data structures & algorithm research;social justice;teaching;technology;trading;web designing;data analytics accounting skills;active listening;hardware skills;programming language skills;critical thinking;artistic/creative skills;business knowledge;analytical skills;finance related skills;people management;communication skills;negotiation skills;mass communication;leadership;editing;problem solving skills;risk management skills;designing skills;writing skills;data visualization skills( power bi/ tableau );machine learning skills;sales;social media marketing;interpersonal skills;wealth management;hospitality;client management;good communication skills;teaching,b.tech data structures & algorithm,other
b.tech,computer science engineering,data scientist,programming language skills;analytical skills;leadership;data visualization skills( power bi/ tableau );machine learning skills;python;sql;cloud computing;good communication skills,b.tech computer science engineering data scientist programming language skills;analytical skills;leadership;data visualization skills( power bi/ tableau );machine learning skills;python;sql;cloud computing;good communication skills,b.tech computer science engineering,software engineer
b.tech,electrical and electronics engineering,"technology, understand human behaviour, understand human body","communication skills, work under pressure, leadership","b.tech electrical and electronics engineering technology, understand human behaviour, understand human body communication skills, work under pressure, leadership",b.tech electrical and electronics engineering,engineer
mca,electrical and electronics engineering,supply chain analysis;data analytics,programming language skills;analytical skills;r;python,mca electrical and electronics engineering supply chain analysis;data analytics programming language skills;analytical skills;r;python,mca electrical and electronics engineering,engineer
b.tech,computer applications,software job,networking,b.tech computer applications software job networking,b.tech computer applications,software engineer
b.tech,civil engineering,software job,no,b.tech civil engineering software job no,b.tech civil engineering,civil engineer
b.tech,mechanical engineering,technology,"ai, ml, python, c++, r, linux","b.tech mechanical engineering technology ai, ml, python, c++, r, linux",b.tech mechanical engineering,mechanical engineer
b.tech,electronics and communication engineering,technology;design;information technology,programming language skills;analytical skills;data visualization skills( power bi/ tableau );machine learning skills;r;python;artificial intelligence,b.tech electronics and communication engineering technology;design;information technology programming language skills;analytical skills;data visualization skills( power bi/ tableau );machine learning skills;r;python;artificial intelligence,b.tech electronics and communication engineering,electronics and communication engineer
b.tech,business,"supply chain analysis;gardening;service;industires;agriculture, services",business knowledge;people management;machine learning skills;hospitality,"b.tech business supply chain analysis;gardening;service;industires;agriculture, services business knowledge;people management;machine learning skills;hospitality",b.tech business,other
be,computer science engineering,"financial analysis, sales/marketing, technology, trading","ai, python, programming, communication skills, c++","be computer science engineering financial analysis, sales/marketing, technology, trading ai, python, programming, communication skills, c++",be computer science engineering,software engineer
b.com,electronics and communication engineering,service,accounting skills;active listening;hardware skills;critical thinking;gathering information;business knowledge;analytical skills;finance related skills;mass communication;leadership;product knowledge;problem solving skills;risk management skills;writing skills;hr,b.com electronics and communication engineering service accounting skills;active listening;hardware skills;critical thinking;gathering information;business knowledge;analytical skills;finance related skills;mass communication;leadership;product knowledge;problem solving skills;risk management skills;writing skills;hr,b.com electronics and communication engineering,electronics and communication engineer
b.tech,civil engineering,"web development,social causes,all fields related to data science,machine learning,data scientist",node.js;angular;jira;trello;jquery;javascript;ajax;php;codeignitor;loopback;,"b.tech civil engineering web development,social causes,all fields related to data science,machine learning,data scientist node.js;angular;jira;trello;jquery;javascript;ajax;php;codeignitor;loopback;",b.tech civil engineering,civil engineer
b.tech,mechanical engineering,teaching,"active listening,work under pressure,team work,presentation skills","b.tech mechanical engineering teaching active listening,work under pressure,team work,presentation skills",b.tech mechanical engineering,mechanical engineer
b.tech,mechanical engineering,technology,accounting skills;active listening;critical thinking;gathering information;artistic/creative skills;communication skills;negotiation skills;leadership;content creation,b.tech mechanical engineering technology accounting skills;active listening;critical thinking;gathering information;artistic/creative skills;communication skills;negotiation skills;leadership;content creation,b.tech mechanical engineering,mechanical engineer
b.e,electronics and telecommunication,data analytics,autocard,b.e electronics and telecommunication data analytics autocard,b.e electronics and telecommunication,telecom engineer
b.tech,media management,sales/marketing;technology;content writing;market reserach,critical thinking;business knowledge;analytical skills;leadership;writing skills;python;artificial intelligence;sql,b.tech media management sales/marketing;technology;content writing;market reserach critical thinking;business knowledge;analytical skills;leadership;writing skills;python;artificial intelligence;sql,b.tech media management,business analyst
be,computer science engineering,data analytics,active listening;gathering information;problem solving skills;python;matlab,be computer science engineering data analytics active listening;gathering information;problem solving skills;python;matlab,be computer science engineering,software engineer
journalism,mechanical engineering,news coverage;understand human behaviour;govt. job,communication skills;mass communication;leadership;problem solving skills;python,journalism mechanical engineering news coverage;understand human behaviour;govt. job communication skills;mass communication;leadership;problem solving skills;python,journalism mechanical engineering,engineer
b.sc,automobile engineering,data scientist;web development;machine learning,active listening;programming language skills;gathering information;python;sql;programming language c,b.sc automobile engineering data scientist;web development;machine learning active listening;programming language skills;gathering information;python;sql;programming language c,b.sc automobile engineering,automobile engineer
b.tech,mechanical engineering,technology;data analytics;data scientist,hardware skills;programming language skills;critical thinking;business knowledge;leadership;data visualization skills( power bi/ tableau );python;artificial intelligence;good communication skills,b.tech mechanical engineering technology;data analytics;data scientist hardware skills;programming language skills;critical thinking;business knowledge;leadership;data visualization skills( power bi/ tableau );python;artificial intelligence;good communication skills,b.tech mechanical engineering,mechanical engineer
be,business administration,"research, social justice","analytic thinking, communication skills, leadership, team work, designing skills","be business administration research, social justice analytic thinking, communication skills, leadership, team work, designing skills",be business administration,business analyst
b.tech,civil engineering,"financial analysis, take risk for profits, technology, entrepreneurship","accounting skills, active listening, java, sql, programming, communication skills, negotiation skills, work under pressure, leadership, team work, excel, logical skills, presentation skills, problem solving skills, mass communication, writing, observation skills, reading","b.tech civil engineering financial analysis, take risk for profits, technology, entrepreneurship accounting skills, active listening, java, sql, programming, communication skills, negotiation skills, work under pressure, leadership, team work, excel, logical skills, presentation skills, problem solving skills, mass communication, writing, observation skills, reading",b.tech civil engineering,civil engineer
bba,computer science engineering,"financial analysis, trading","critical thinking, analytic thinking, market study","bba computer science engineering financial analysis, trading critical thinking, analytic thinking, market study",bba computer science engineering,software engineer
b.tech,information technalogy,technology;understand human behaviour;govt. job;infrastructure;design;construction;construction manegement,"proeficiency in software like staad pro, etabs;construction management","b.tech information technalogy technology;understand human behaviour;govt. job;infrastructure;design;construction;construction manegement proeficiency in software like staad pro, etabs;construction management",b.tech information technalogy,software engineer
be,electronics and communication engineering,technology,"python, tableau","be electronics and communication engineering technology python, tableau",be electronics and communication engineering,electronics and communication engineer
b.tech,computer science engineering,technology,programming,b.tech computer science engineering technology programming,b.tech computer science engineering,software engineer
b.tech,accountancy,data analytics,r;python;sql,b.tech accountancy data analytics r;python;sql,b.tech accountancy,accountant
b.tech,geography,technology;govt. job;sports industry,programming language skills;people management,b.tech geography technology;govt. job;sports industry programming language skills;people management,b.tech geography,gis analyst
b.com,computer applications,news coverage;research;teaching;market reserach;infrastructure;social causes;industires,business knowledge,b.com computer applications news coverage;research;teaching;market reserach;infrastructure;social causes;industires business knowledge,b.com computer applications,software engineer
mba,business,retailer,hr,mba business retailer hr,mba business,other
bca,automobile engineering,data analytics;data scientist,problem solving skills;data visualization skills( power bi/ tableau );c++;java,bca automobile engineering data analytics;data scientist problem solving skills;data visualization skills( power bi/ tableau );c++;java,bca automobile engineering,automobile engineer
mba,cse,understand human behaviour;market reserach;na,hardware skills;business knowledge,mba cse understand human behaviour;market reserach;na hardware skills;business knowledge,mba cse,other
be,sales & marketing,entrepreneurship,creativity skills,be sales & marketing entrepreneurship creativity skills,be sales & marketing,marketing executive
b.tech,structure,technology;understand human body;web designing;web development,active listening;gathering information;communication skills;leadership;problem solving skills;designing skills;python;good communication skills,b.tech structure technology;understand human body;web designing;web development active listening;gathering information;communication skills;leadership;problem solving skills;designing skills;python;good communication skills,b.tech structure,other
agri diploma,chemical engineering,"news coverage, sales/marketing, take risk for profits, trading","gathering informing, business knowledge, leadership, market study, observation skills, risk managing","agri diploma chemical engineering news coverage, sales/marketing, take risk for profits, trading gathering informing, business knowledge, leadership, market study, observation skills, risk managing",agri diploma chemical engineering,engineer
b.tech,management,trading;customer care,critical thinking;artistic/creative skills;analytical skills;civil & criminal law;problem solving skills;risk management skills;writing skills;interpersonal skills;presentation skills,b.tech management trading;customer care critical thinking;artistic/creative skills;analytical skills;civil & criminal law;problem solving skills;risk management skills;writing skills;interpersonal skills;presentation skills,b.tech management,business analyst
b.tech,electronics and computer engineering,technology;social causes,"proeficiency in software like staad pro, etabs;good communication skills;refinery operations","b.tech electronics and computer engineering technology;social causes proeficiency in software like staad pro, etabs;good communication skills;refinery operations",b.tech electronics and computer engineering,software engineer
bba,computer science,sales/marketing;market reserach,active listening;hardware skills;problem solving skills;risk management skills;sales,bba computer science sales/marketing;market reserach active listening;hardware skills;problem solving skills;risk management skills;sales,bba computer science,software engineer
be,electronics and communication engineering,web designing;data analytics;data scientist,hardware skills;programming language skills;analytical skills;people management;communication skills;leadership;data visualization skills( power bi/ tableau );c++;r;python;content creation,be electronics and communication engineering web designing;data analytics;data scientist hardware skills;programming language skills;analytical skills;people management;communication skills;leadership;data visualization skills( power bi/ tableau );c++;r;python;content creation,be electronics and communication engineering,electronics and communication engineer
b.tech,commerce,research;understand human behaviour;content writing;design;information technology,programming language skills;communication skills;leadership;product knowledge;designing skills;writing skills;c++;python;sql;java,b.tech commerce research;understand human behaviour;content writing;design;information technology programming language skills;communication skills;leadership;product knowledge;designing skills;writing skills;c++;python;sql;java,b.tech commerce,accountant
be,history,data scientist,people management,be history data scientist people management,be history,teacher
b.com,business studies,sales/marketing,business knowledge;people management;communication skills;problem solving skills;sales;social media marketing;interpersonal skills;presentation skills,b.com business studies sales/marketing business knowledge;people management;communication skills;problem solving skills;sales;social media marketing;interpersonal skills;presentation skills,b.com business studies,other
ba,computer science engineering,teaching,teaching,ba computer science engineering teaching teaching,ba computer science engineering,software engineer
b.com,econamics,financial analysis;social justice;content writing;social media marketing,"accounting skills;hardware skills;business knowledge;finance related skills;communication skills;social media marketing;content creation;teaching;foreign languages french, spanish","b.com econamics financial analysis;social justice;content writing;social media marketing accounting skills;hardware skills;business knowledge;finance related skills;communication skills;social media marketing;content creation;teaching;foreign languages french, spanish",b.com econamics,other
